City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,aleksandrovka,46.8383,32.7612,274.51,87,0,3.68,UA,1674367217
367,kushima,31.4583,131.2333,283.95,76,84,4.7,JP,1674367198
368,ahipara,-35.1667,173.1667,294.9,73,0,3.33,NZ,1674367218
369,makakilo city,21.3469,-158.0858,296.73,80,15,3.26,US,1674367218
370,maloy,61.9353,5.1136,277.44,67,19,13.04,NO,1674367218
371,kasiri,8.9412,-13.1148,296.38,77,72,2.94,SL,1674367219
372,araouane,18.9048,-3.5265,289.5,17,0,4.97,ML,1674367219
373,olenino,56.2092,33.4889,269.55,89,18,1.29,RU,1674367219
374,betong,5.7743,101.0723,299.46,82,97,1.4,TH,1674367220
375,zeya,53.75,127.2667,243.45,84,49,1.23,RU,1674367220
376,olga,43.7444,135.2892,264.21,55,6,5.65,RU,1674367221
377,manbij,36.5281,37.9549,281.78,69,4,2.49,SY,1674367221
378,tabalosos,-6.35,-76.6833,290.04,97,39,1.39,PE,1674367221
379,cap estate,14.0833,-60.95,297.54,76,11,8.12,LC,1674367221
380,ulaangom,49.9811,92.0667,251.06,73,0,1.16,MN,1674367222
381,chaykovskiy,56.7686,54.1148,262.74,85,100,2.9,RU,1674367222
382,zhuanghe,39.7008,122.9911,272.79,68,65,1.98,CN,1674367223
383,vata de jos,46.1833,22.6,275.91,96,50,0.84,RO,1674367223
384,guozhen,34.3659,107.359,280.24,44,100,1.71,CN,1674367223
385,hastings,50.8552,0.5729,276.44,81,60,3.85,GB,1674367224
386,gigmoto,13.7796,124.39,299.43,83,61,5.9,PH,1674367224
387,takoradi,4.8845,-1.7554,298.97,85,57,2.65,GH,1674367205
388,portsmouth,50.799,-1.0913,272.99,96,5,1.62,GB,1674367225
389,camana,-16.6228,-72.7111,295.05,84,100,1.81,PE,1674367225
390,napanee,44.2501,-76.9494,273.63,91,100,1.91,CA,1674367225
391,sur,22.5667,59.5289,294.05,53,23,4.83,OM,1674367225
392,ostrovnoy,68.0531,39.5131,268.2,85,100,8.37,RU,1674367225
393,morgan city,29.6994,-91.2068,288.16,100,100,2.57,US,1674367225
394,altay,47.8667,88.1167,253.34,77,14,0.61,CN,1674367226
395,vestmanna,62.1564,-7.1664,280.66,93,100,5.66,FO,1674367226
396,wad madani,14.4012,33.5199,295.89,19,3,6.23,SD,1674367227
397,aykhal,66.0,111.5,244.65,71,100,1.9,RU,1674367227
398,lorengau,-2.0226,147.2712,301.38,76,100,1.61,PG,1674367227
399,loreto,22.2667,-101.9667,283.28,39,0,1.25,MX,1674367227
400,zaltan,32.947,11.8665,283.69,50,51,3.68,LY,1674367228
401,akdagmadeni,39.6603,35.8836,276.04,49,0,1.03,TR,1674367228
402,vostok,46.4856,135.8833,249.71,82,99,1.91,RU,1674367228
403,horana,6.7166,80.0619,300.19,65,99,0.84,LK,1674367228
404,ukiah,39.1502,-123.2078,281.17,87,82,0.45,US,1674367229
405,manokwari,-0.8667,134.0833,299.4,82,100,1.72,ID,1674367229
406,vaitape,-16.5167,-151.75,300.32,66,100,2.67,PF,1674367230
407,dongsheng,39.8161,109.9776,266.8,39,91,9.39,CN,1674367134
408,pontes e lacerda,-15.2261,-59.3353,294.64,92,39,1.4,BR,1674367230
409,nuuk,64.1835,-51.7216,269.15,84,100,12.65,GL,1674367230
410,katsuura,35.1333,140.3,279.41,86,100,5.28,JP,1674367213
411,namibe,-15.1961,12.1522,295.54,74,100,2.23,AO,1674367231
412,ambon,-3.6954,128.1814,304.23,62,40,3.6,ID,1674367232
413,lasa,46.6166,10.7002,264.25,88,93,1.89,IT,1674367232
414,sokyryany,48.4475,27.4168,278.1,90,97,3.03,UA,1674367232
415,nizhniy kuranakh,58.8353,125.4869,236.58,92,100,1.24,RU,1674367233
416,amga,60.8953,131.9608,231.28,98,98,0.8,RU,1674367233
417,balod,20.73,81.2047,302.69,23,4,2.28,IN,1674367233
418,tadine,-21.55,167.8833,298.01,95,100,8.03,NC,1674367234
419,mujiayingzi,42.1167,118.7833,261.39,50,100,3.87,CN,1674367234
420,pacific grove,36.6177,-121.9166,281.84,74,26,1.34,US,1674367234
421,ugoofaaru,5.6667,73.0,299.73,70,80,6.46,MV,1674367201
422,ligayan,4.6533,119.4706,300.73,68,99,0.53,PH,1674367235
423,bahia blanca,-38.7196,-62.2724,294.42,74,40,0.45,AR,1674367235
424,leningradskiy,69.3833,178.4167,234.19,91,14,1.97,RU,1674367235
425,buchanan,5.8808,-10.0467,298.32,87,37,2.44,LR,1674367236
426,fort-shevchenko,44.5086,50.263,274.92,69,0,8.9,KZ,1674367236
427,tucupita,9.0622,-62.051,293.47,98,85,0.74,VE,1674367237
428,malanje,-9.5402,16.341,291.03,96,100,2.02,AO,1674367237
429,matara,5.9485,80.5353,297.38,85,100,3.86,LK,1674367237
430,port shepstone,-30.7414,30.455,299.98,61,91,0.56,ZA,1674367237
431,goundi,9.3627,17.366,295.93,22,92,1.49,TD,1674367238
432,fairbanks,64.8378,-147.7164,252.13,71,75,3.09,US,1674367239
433,tucurui,-3.7661,-49.6725,294.92,98,65,1.17,BR,1674367239
434,ambositra,-20.5167,47.25,290.7,99,100,1.65,MG,1674367239
435,vezirkopru,41.1436,35.4547,271.42,68,0,0.64,TR,1674367240
436,itarema,-2.9248,-39.9167,297.94,85,72,3.27,BR,1674367240
437,san cristobal,7.7669,-72.225,290.39,70,88,0.79,VE,1674367241
438,suntar,62.1444,117.6319,238.26,94,98,2.94,RU,1674367241
439,paragominas,-2.9667,-47.4833,294.44,99,99,1.3,BR,1674367241
440,centralia,46.7162,-122.9543,278.98,93,100,0.89,US,1674367242
441,mataram,-8.5833,116.1167,302.6,67,50,2.97,ID,1674367016
442,waipawa,-41.4122,175.5153,291.08,66,4,2.76,NZ,1674367242
443,enumclaw,47.2043,-121.9915,277.49,95,100,0.45,US,1674367242
444,barroquinha,-3.0189,-41.1361,294.93,99,58,1.72,BR,1674367243
445,ojinaga,29.5667,-104.4167,281.68,27,0,0.0,MX,1674367243
446,malakal,9.5334,31.6605,299.4,17,79,4.97,SS,1674367244
447,caravelas,-17.7125,-39.2481,296.65,94,100,3.74,BR,1674367244
448,inhambane,-23.865,35.3833,301.75,61,62,4.35,MZ,1674367244
449,eyl,7.9803,49.8164,298.79,62,76,9.86,SO,1674367245
450,hudiksvall,61.729,17.1036,262.96,88,10,1.99,SE,1674367245
451,presidente epitacio,-21.7633,-52.1156,295.07,91,30,1.75,BR,1674367246
452,bowen,-20.0167,148.2333,300.72,71,56,5.97,AU,1674367247
453,maragogi,-9.0122,-35.2225,297.68,80,15,2.6,BR,1674367247
454,quatre cocos,-20.2078,57.7625,300.98,75,91,3.9,MU,1674367248
455,vestmannaeyjar,63.4427,-20.2734,274.01,63,100,18.3,IS,1674367248
456,kasane,-17.8167,25.15,291.91,97,100,0.85,BW,1674367248
457,borova,50.1763,30.1043,275.56,89,15,2.88,UA,1674367248
458,luangwa,-15.6167,30.4167,294.56,98,100,1.05,ZM,1674367249
459,maanshan,31.6957,118.4983,279.18,86,100,3.96,CN,1674367070
460,sainte-maxime,43.3,6.6333,278.71,32,58,3.21,FR,1674367249
461,ulladulla,-35.35,150.4667,293.48,76,100,3.05,AU,1674367238
462,bafq,31.6128,55.4107,278.47,41,0,1.85,IR,1674367249
463,sao joao da barra,-21.6403,-41.0511,295.58,93,98,4.3,BR,1674367250
464,sena madureira,-9.0656,-68.6569,294.36,96,68,1.17,BR,1674367250
465,adrar,20.5022,-10.0711,286.9,23,1,5.07,MR,1674367251
466,laguna,38.421,-121.4238,280.98,86,0,2.06,US,1674367251
467,chuy,-33.6971,-53.4616,293.22,95,24,3.2,UY,1674367251
468,severomuysk,56.1481,113.4267,237.72,80,64,2.4,RU,1674367251
469,havelock,34.8791,-76.9013,280.34,80,100,0.45,US,1674367252
470,chatham,51.3789,0.5279,274.99,75,16,0.45,GB,1674366961
471,port keats,-14.25,129.55,304.81,63,72,3.29,AU,1674367253
472,beboto,8.2668,16.939,294.96,23,99,1.21,TD,1674367253
473,gawler,-34.6,138.7333,304.96,33,23,4.55,AU,1674367253
474,bilma,18.6853,12.9164,289.26,17,0,3.02,NE,1674367253
475,teknaf,20.8624,92.3058,301.72,32,5,4.36,BD,1674367254
476,weligama,5.9667,80.4167,297.2,84,100,2.95,LK,1674367254
477,jumla,29.2747,82.1838,284.32,9,0,2.54,NP,1674367254
478,beyneu,45.3167,55.2,272.37,55,0,7.24,KZ,1674367254
479,tessalit,20.1986,1.0114,289.96,17,0,3.3,ML,1674367255
480,kiruna,67.8557,20.2251,271.66,80,100,7.2,SE,1674367255
481,swan hill,-35.3378,143.5544,302.28,28,52,0.45,AU,1674367255
482,mayumba,-3.432,10.6554,297.95,88,100,0.99,GA,1674367256
483,noshiro,40.2039,140.0242,273.67,54,100,6.6,JP,1674367208
484,solnechnyy,50.7214,136.6319,249.51,91,100,0.88,RU,1674367257
485,kieta,-6.2167,155.6333,302.02,70,100,1.65,PG,1674367257
486,maxixe,-23.8597,35.3472,301.87,60,56,4.13,MZ,1674367257
487,lubu,23.1742,112.2809,293.9,71,94,1.01,CN,1674367258
488,nome,64.5011,-165.4064,241.02,75,3,2.9,US,1674367258
489,atambua,-9.1061,124.8925,301.5,64,81,2.71,ID,1674367259
490,launceston,-41.45,147.1667,295.56,72,75,2.57,AU,1674367175
491,ginda,30.6945,78.4932,285.48,16,0,2.73,IN,1674367259
492,merauke,-8.4667,140.3333,301.5,80,75,4.49,ID,1674367260
493,ust-kan,50.9276,84.761,253.71,74,14,2.15,RU,1674367260
494,taunggyi,20.7833,97.0333,297.77,17,27,1.56,MM,1674367260
495,seymchan,62.8833,152.4333,238.72,97,99,1.47,RU,1674367260
496,padang,-0.9492,100.3543,302.18,76,100,2.54,ID,1674366997
497,gusino,54.7244,31.368,272.38,95,98,2.48,RU,1674367261
498,honiara,-9.4333,159.95,302.25,71,98,0.84,SB,1674367261
499,cajati,-24.7361,-48.1228,294.43,99,99,0.84,BR,1674367261
500,fort myers,26.6217,-81.8406,294.14,86,0,2.06,US,1674367261
501,northam,51.0333,-4.2167,277.81,80,100,4.87,GB,1674367262
502,micheweni,-4.9667,39.8333,299.83,83,100,7.33,TZ,1674367262
503,nueva loja,0.0847,-76.8828,293.72,96,95,1.12,EC,1674367262
504,zhaotong,27.3167,103.7167,279.91,43,48,0.9,CN,1674367263
505,cayenne,4.9333,-52.3333,297.17,100,100,0.0,GF,1674367263
506,chicama,-7.8447,-79.1469,294.54,77,86,1.39,PE,1674367263
507,pyay,18.8167,95.2167,305.49,16,13,2.09,MM,1674367263
508,esperance,-33.8667,121.9,297.15,52,21,8.77,AU,1674367238
509,high rock,26.6208,-78.2833,296.85,78,100,6.52,BS,1674367264
510,ocara,-4.4908,-38.5967,294.67,98,60,0.99,BR,1674367264
511,kudat,6.8837,116.8477,300.26,76,95,4.86,MY,1674367264
512,constitucion,-35.3333,-72.4167,288.01,68,0,2.65,CL,1674367265
513,alvdal,62.1077,10.6307,258.15,80,25,1.63,NO,1674367219
514,southgate,42.2139,-83.1938,273.38,82,100,1.54,US,1674367265
515,san luis,-33.295,-66.3356,295.93,32,0,4.85,AR,1674367265
516,george town,5.4112,100.3354,303.14,74,40,2.06,MY,1674367200
517,armizonskoye,55.9461,67.6736,265.08,84,100,5.01,RU,1674367266
518,jalingo,8.8833,11.3667,296.24,22,100,1.43,NG,1674367266
519,vao,-22.6667,167.4833,298.47,93,93,11.87,NC,1674367267
520,tortoli,39.9256,9.6572,277.48,77,24,3.18,IT,1674367267
521,karasjok,69.4719,25.5112,269.64,89,100,4.69,NO,1674367267
522,saint-augustin,51.226,-58.6502,261.45,82,100,2.88,CA,1674367268
523,kupang,-10.1667,123.5833,304.47,62,20,5.14,ID,1674367268
524,narasannapeta,18.4167,84.05,301.3,48,13,2.69,IN,1674367268
525,fortuna,40.5982,-124.1573,282.4,94,100,0.0,US,1674367268
526,destin,30.3935,-86.4958,288.69,90,100,7.2,US,1674367269
527,requena,39.4883,-1.1004,273.59,40,0,5.05,ES,1674367269
528,general roca,-39.0333,-67.5833,297.49,34,16,7.32,AR,1674367269
529,ilulissat,69.2167,-51.1,248.16,53,40,5.14,GL,1674367270
530,amurzet,47.6967,131.0981,247.23,70,45,4.52,RU,1674367270
531,loding,67.3,14.75,279.1,79,100,4.63,NO,1674367271
532,chunoyar,57.4467,97.3217,240.21,92,66,1.5,RU,1674367272
533,seoul,37.5683,126.9778,275.84,54,100,2.57,KR,1674366932
534,ballymena,54.8636,-6.2763,281.28,97,100,6.3,GB,1674367272
535,barra do garcas,-15.89,-52.2567,294.71,97,100,1.52,BR,1674367272
536,namanyere,-7.5167,31.05,288.74,95,100,2.26,TZ,1674367273
537,tishchenskoye,45.4606,41.6738,277.09,71,100,7.9,RU,1674367273
538,sassandra,4.95,-6.0833,297.47,92,67,2.27,CI,1674367273
539,port hardy,50.6996,-127.4199,278.06,80,26,5.54,CA,1674367274
540,klang,3.0333,101.45,301.89,89,20,0.51,MY,1674367274
541,iquique,-20.2208,-70.1431,294.01,76,39,0.16,CL,1674367274
542,ha tinh,18.3333,105.9,296.47,65,40,1.94,VN,1674366953
543,upington,-28.4478,21.2561,299.18,31,97,4.45,ZA,1674367274
544,boundiali,9.5217,-6.4869,295.4,27,17,0.64,CI,1674367275
545,sacama,-3.9,-79.2667,283.27,97,96,0.22,EC,1674367275
546,sharlyk,52.9167,54.75,254.06,85,74,1.26,RU,1674367275
547,tehachapi,35.1322,-118.449,276.78,81,0,1.34,US,1674367275
548,sibolga,1.7427,98.7792,301.25,75,99,1.81,ID,1674367239
549,sorland,67.667,12.6934,279.07,93,100,17.99,NO,1674367275
550,benghazi,32.1167,20.0667,285.16,46,0,7.25,LY,1674367276
551,jabinyanah,35.035,10.9081,280.2,71,81,3.19,TN,1674367277
552,tocopilla,-22.092,-70.1979,293.57,83,62,0.44,CL,1674367277
553,iracoubo,5.4802,-53.2011,297.07,91,63,3.96,GF,1674367277
554,bondo,3.8146,23.6866,295.87,47,97,1.2,CD,1674367277
555,hervey bay,-25.2986,152.8535,301.49,61,44,2.68,AU,1674367278
556,manjacaze,-24.7117,33.8828,301.6,60,26,2.32,MZ,1674367279
557,salinopolis,-0.6136,-47.3561,298.24,88,67,3.9,BR,1674367279
558,dalby,-27.1833,151.2667,304.25,31,45,0.89,AU,1674367244
559,wagar,16.1525,36.2032,296.31,68,0,4.02,SD,1674367280
560,macheng,31.1783,115.0319,283.02,58,88,2.81,CN,1674367280
561,pueblo,38.2545,-104.6091,271.57,77,98,1.34,US,1674367280
562,karratha,-20.7377,116.8463,304.96,50,46,5.56,AU,1674367257
563,winnemucca,40.973,-117.7357,270.11,75,55,2.83,US,1674367280
564,quesnel,52.9999,-122.5029,272.43,100,100,1.54,CA,1674367280
565,kemijarvi,66.7131,27.4306,269.22,87,100,5.76,FI,1674367281
566,stara vyzhivka,51.4376,24.44,273.76,97,87,2.97,UA,1674367281
567,irece,-11.3042,-41.8558,294.12,80,84,2.39,BR,1674367281
568,araripina,-7.5761,-40.4983,293.57,81,56,1.97,BR,1674367281
569,soc trang,9.6033,105.98,303.85,54,100,4.07,VN,1674367269
570,nesterov,54.6306,22.5714,271.47,94,95,3.84,RU,1674367281
571,chake chake,-5.2459,39.7666,300.07,79,99,5.94,TZ,1674367282
572,mjolby,58.326,15.1237,268.99,94,25,0.7,SE,1674367282
573,beroroha,-21.6667,45.1667,302.16,58,100,4.86,MG,1674367283
574,les cayes,18.2,-73.75,294.88,81,6,1.81,HT,1674367283
575,alice town,25.7167,-79.3,296.79,75,100,6.25,BS,1674367283
576,tazovskiy,67.4667,78.7,255.02,93,100,5.59,RU,1674367284
577,corvallis,44.5646,-123.262,277.92,92,15,1.93,US,1674367285
578,coos bay,43.3665,-124.2179,278.84,99,65,1.61,US,1674367266
